Instrument,Company,CurrencyCode,ISIN,MinTradedQty,MarketName,MarketH
ALEC,Alector Inc,USD,US0144421072,0.1,NASDAQ,1:30 pm to 8:00 pm
ALEX,"Alexander & Baldwin Holdings, Inc.",USD,US0144911049,1,NYSE,1:30 pm to 8:00 pm
ALFEN,Alfen Beheer B.V.,EUR,NL0012817175,0.01,Euronext Netherlands,7:00 am to 3:30 pm
ALG,"ALamo Group, Inc.",USD,US0113111076,1,NYSE,1:30 pm to 8:00 pm
ALGN,Align Technology Inc,USD,US0162551016,0.001,NASDAQ,1:30 pm to 8:00 pm
ALGT,Allegiant Travel Company,USD,US01748X1028,1,NASDAQ,1:30 pm to 8:00 pm
ALK,"Alaska Air Group, Inc.",USD,US0116591092,0.01,NYSE,1:30 pm to 8:00 pm
ALKS,Alkermes PLC,USD,IE00B56GVS15,1,NASDAQ,1:30 pm to 8:00 pm
ALL,Allstate Corp.,USD,US0200021014,2,NYSE,1:30 pm to 8:00 pm
ALLE,Allegion PLC,USD,IE00BFRT3W74,2,NYSE,1:30 pm to 8:00 pm
ALLK,"Allakos, Inc.",USD,US01671P1003,1,NASDAQ,1:30 pm to 8:00 pm
ALLO,"Allogene Therapeutics, Inc.",USD,US0197701065,1,NASDAQ,1:30 pm to 8:00 pm
ALLT,Allot Communications Ltd,USD,IL0010996549,1,NASDAQ,1:30 pm to 8:00 pm
ALLY,"Ally Financial, Inc.",USD,US02005N1000,0.01,NYSE,1:30 pm to 8:00 pm
ALM,Almirall S.A.,EUR,ES0157097017,1,Bolsa de Madrid,7:00 am to 3:30 pm
ALM,Allied Minds PLC,GBX,GB00BLRLH124,1,London Stock Exchange,7:01 am to 3:30 pm
ALNY,"Alnylam Pharmaceuticals, Inc.",USD,US02043Q1076,1,NASDAQ,1:30 pm to 8:00 pm
ALRM,"Alarm.com Holdings, Inc.",USD,US0116421050,0.01,NASDAQ,1:30 pm to 8:00 pm
ALV,Allianz SE,EUR,DE0008404005,0.001,Deutsche Börse Xetra,7:00 am to 3:30 pm
ALVR,"Allovir, Inc.",USD,US0198181036,0.01,NASDAQ,1:30 pm to 8:00 pm
ALX,"Alexanders, Inc.",USD,US0147521092,1,NYSE,1:30 pm to 8:00 pm
ALXN,Alexion Pharmaceuticals,USD,US0153511094,0.01,NASDAQ,1:30 pm to 8:00 pm
ALXO,ALX Oncology Holdings Inc.,USD,US00166B1052,1,NASDAQ,1:30 pm to 8:00 pm
AM,Antero Midstream Corp.,USD,US03676B1026,0.1,NYSE,1:30 pm to 8:00 pm
AM3D,SLM Solutions Group AG,EUR,DE000A111338,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
AMAT,"Applied Materials, Inc.",USD,US0382221051,0.01,NASDAQ,1:30 pm to 8:00 pm
AMBA,"Ambarella, Inc.",USD,KYG037AX1015,0.01,NASDAQ,1:30 pm to 8:00 pm
AMBC,"Ambac Financial Group, Inc.",USD,US0231398845,1,NYSE,1:30 pm to 8:00 pm
AMC,"AMC Entertainment Holdings, Inc.",USD,US00165C1045,0.1,NYSE,1:30 pm to 8:00 pm
AMC,Amur Minerals Corporation,GBX,VGG042401007,1,LSE AIM,7:01 am to 3:30 pm
AMCI,AMCI Acquisition Corp Class A,USD,US00165R1014,1,NASDAQ,1:30 pm to 8:00 pm
AMCR,Amcor plc,USD,JE00BJ1F3079,0.1,NYSE,1:30 pm to 8:00 pm
AMD,"Advanced Micro Devices, Inc.",USD,US0079031078,0.01,NASDAQ,1:30 pm to 8:00 pm
AMD2,Leverage Shares 2x Advanced Micro Devices ETP,USD,IE00BKT6ZG93,1,London Stock Exchange,7:01 am to 3:30 pm
AMDS,Leverage Shares -1x Advanced Micro Devices ETP,USD,IE00BKT66Q62,1,London Stock Exchange,7:01 am to 3:30 pm
AME,Ametek,USD,US0311001004,2,NYSE,1:30 pm to 8:00 pm
AMED,"Amedisys, Inc.",USD,US0234361089,1,NASDAQ,1:30 pm to 8:00 pm
AMEH,"Apollo Medical Holdings, Inc.",USD,US03763A2078,1,NASDAQ,1:30 pm to 8:00 pm
AMEI,Amundi INDEX MSCI Emerging Markets SRI - UCITS ETF DR (A),EUR,LU1861138961,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
AMG,Affiliated Managers Group,USD,US0082521081,1,NYSE,1:30 pm to 8:00 pm
AMG,AMG Advanced Metallurgical Group NV,EUR,NL0000888691,0.1,Euronext Netherlands,7:00 am to 3:30 pm
AMGN,"Amgen, Inc.",USD,US0311621009,0.001,NASDAQ,1:30 pm to 8:00 pm
AMKR,"Amkor Technology, Inc.",USD,US0316521006,2,NASDAQ,1:30 pm to 8:00 pm
AML,Aston Martin Lagonda Global Holdings Plc,GBX,GB00BFXZC448,0.1,London Stock Exchange,7:01 am to 3:30 pm
AMLP,Alerian MLP,USD,US00162Q8666,2,NYSE,1:30 pm to 8:00 pm
AMN,AMN Healthcare Services Inc,USD,US0017441017,2,NYSE,1:30 pm to 8:00 pm
AMOT,Allied Motion Technologies Inc,USD,US0193301092,1,NASDAQ,1:30 pm to 8:00 pm
AMP,Ameriprise Financial,USD,US03076C1062,0.001,NYSE,1:30 pm to 8:00 pm
AMPH,"Amphastar Pharmaceuticals, Inc.",USD,US03209R1032,1,NASDAQ,1:30 pm to 8:00 pm
AMRC,"Ameresco, Inc.",USD,US02361E1082,1,NYSE,1:30 pm to 8:00 pm
AMRN,Amarin Coporation plc,USD,US0231112063,0.1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
AMRX,"Amneal Pharmaceuticals, Inc. Class A",USD,US03168L1052,5,NYSE,1:30 pm to 8:00 pm
AMS,Advanced Medical Solutions Group plc,GBX,GB0004536594,1,LSE AIM,7:01 am to 3:30 pm
AMS,Amadeus IT,EUR,ES0109067019,0.01,Bolsa de Madrid,7:00 am to 3:30 pm
AMS,American Shared Hospital Services,USD,US0295951059,0.1,NYSE,1:30 pm to 8:00 pm
AMS,AMS AG,CHF,AT0000A18XM4,1,SIX Swiss,7:00 am to 3:30 pm
AMSC,American Superconductor Corporation,USD,US0301112076,0.1,NASDAQ,1:30 pm to 8:00 pm
AMSF,"AMERISAFE, Inc.",USD,US03071H1005,1,NASDAQ,1:30 pm to 8:00 pm
AMST,Amesite Operating Co,USD,US0310941051,1,NASDAQ,1:30 pm to 8:00 pm
AMSWA,"American Software, Inc.",USD,US0296831094,2,NASDAQ,1:30 pm to 8:00 pm
AMT,American Tower Corporation,USD,US03027X1000,0.001,NYSE,1:30 pm to 8:00 pm
AMTD,TD Ameritrade Holding Corporation,USD,US87236Y1082,0.01,NASDAQ,1:30 pm to 8:00 pm
AMWD,American Woodmark Corporation,USD,US0305061097,1,NASDAQ,1:30 pm to 8:00 pm
AMWL,American Well Corp.,USD,US03044L1052,1,NYSE,1:30 pm to 8:00 pm
AMZ,"Amazon.com, Inc.",EUR,US0231351067,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
AMZ2,Leverage Shares 2x Amazon ETP,USD,IE00BF03XH11,1,London Stock Exchange,7:01 am to 3:30 pm
AMZ3,Leverage Shares 3x Amazon ETP,USD,IE00BK5BZQ82,1,London Stock Exchange,7:01 am to 3:30 pm
AMZE,Leverage Shares 2x Amazon ETP,EUR,IE00BF03XH11,1,London Stock Exchange,7:01 am to 3:30 pm
AMZN,Amazon.com Inc.,USD,US0231351067,0.001,NASDAQ,1:30 pm to 8:00 pm
AMZS,Leverage Shares -1x Amazon ETP,USD,IE00BKT66S86,1,London Stock Exchange,7:01 am to 3:30 pm
AN,AutoNation Inc.,USD,US05329W1027,0.01,NYSE,1:30 pm to 8:00 pm
ANA,Acciona,EUR,ES0125220311,1,Bolsa de Madrid,7:00 am to 3:30 pm
ANAB,"AnaptysBio, Inc.",USD,US0327241065,1,NASDAQ,1:30 pm to 8:00 pm
ANET,Arista Networks,USD,US0404131064,0.001,NYSE,1:30 pm to 8:00 pm
ANF,Abercrombie & Fitch Company,USD,US0028962076,0.1,NYSE,1:30 pm to 8:00 pm
ANGI,"ANGI Homeservices, Inc.",USD,US00183L1026,0.1,NASDAQ,1:30 pm to 8:00 pm
ANGO,"AngioDynamics, Inc.",USD,US03475V1017,0.1,NASDAQ,1:30 pm to 8:00 pm
ANIK,"Anika Therapeutics, Inc.",USD,US0352551081,1,NASDAQ,1:30 pm to 8:00 pm
ANIP,"ANI Pharmaceuticals, Inc.",USD,US00182C1036,1,NASDAQ,1:30 pm to 8:00 pm
ANNX,"Annexon, Inc.",USD,US03589W1027,0.01,NASDAQ,1:30 pm to 8:00 pm
ANPC,"AnPac Bio-Medical Science Co., Ltd.",USD,US03635R1077,1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
ANSS,"ANSYS, Inc.",USD,US03662Q1058,0.001,NASDAQ,1:30 pm to 8:00 pm
ANTM,"Anthem, Inc.",USD,US0367521038,0.001,NYSE,1:30 pm to 8:00 pm
ANTO,Antofagasta PLC,GBX,GB0000456144,0.1,London Stock Exchange,7:01 am to 3:30 pm
AO,AO World PLC,GBX,GB00BJTNFH41,0.1,London Stock Exchange,7:01 am to 3:30 pm
AON,Aon plc,USD,IE00BLP1HW54,1,NYSE,1:30 pm to 8:00 pm
AOS,A.O. Smith Corporation,USD,US8318652091,0.01,NYSE,1:30 pm to 8:00 pm
AOSL,Alpha and Omega Semiconductor Ltd,USD,BMG6331P1041,0.1,NASDAQ,1:30 pm to 8:00 pm
AOX,Alstria Office REIT-AG,EUR,DE000A0LD2U1,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
AP,Ampco-Pittsburgh Corporation,USD,US0320371034,1,NYSE,1:30 pm to 8:00 pm
APA,Apache Corporation,USD,US0374111054,0.01,NYSE,1:30 pm to 8:00 pm
APAM,APERAM SA,EUR,LU0569974404,0.01,Euronext Netherlands,7:00 am to 3:30 pm
APAM,"Artisan Partners Asset Management, Inc.",USD,US04316A1088,1,NYSE,1:30 pm to 8:00 pm
APC,"Apple, Inc.",EUR,US0378331005,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
APD,"Air Products and Chemicals, Inc.",USD,US0091581068,0.001,NYSE,1:30 pm to 8:00 pm
APDN,"Applied DNA Sciences, Inc.",USD,US03815U3005,0.1,NASDAQ,1:30 pm to 8:00 pm
APEI,"American Public Education, Inc.",USD,US02913V1035,1,NASDAQ,1:30 pm to 8:00 pm
APF,Anglo Pacific Group PLC,GBX,GB0006449366,1,London Stock Exchange,7:01 am to 3:30 pm
APGN,Applegreen plc,GBX,IE00BXC8D038,0.1,LSE AIM,7:00 am to 3:45 pm
APH,Alliance Pharma PLC,GBX,GB0031030819,1,LSE AIM,7:01 am to 3:30 pm
APH,Amphenol Corp.,USD,US0320951017,0.01,NYSE,1:30 pm to 8:00 pm
APHA,Aphria Inc,USD,CA03765K1049,0.1,NYSE,1:30 pm to 8:00 pm
API,"Agora, Inc.",USD,US00851L1035,0.01,NON-ISA NASDAQ,1:30 pm to 8:00 pm
APLE,"Apple Hospitality REIT, Inc.",USD,US03784Y2000,0.1,NYSE,1:30 pm to 8:00 pm
APLS,"Apellis Pharmaceuticals, Inc.",USD,US03753U1060,1,NASDAQ,1:30 pm to 8:00 pm
APLS,Leverage Shares -1x Apple ETP,USD,IE00BKTWZ451,1,London Stock Exchange,7:01 am to 3:30 pm
APLT,"Applied Therapeutics, Inc.",USD,US03828A1016,1,NASDAQ,1:30 pm to 8:00 pm
APO,"Apollo Global Management, Inc.",USD,US03768E1055,1,NYSE,1:30 pm to 8:00 pm
APPF,"AppFolio, Inc.",USD,US03783C1009,0.001,NASDAQ,1:30 pm to 8:00 pm
APPN,Appian Corporation,USD,US03782L1017,0.01,NASDAQ,1:30 pm to 8:00 pm
APPS,"Digital Turbine, Inc.",USD,US25400W1027,0.1,NYSE,1:30 pm to 8:00 pm
APRE,"Aprea Therapeutics, Inc.",USD,US03836J1025,1,NASDAQ,1:30 pm to 8:00 pm
APRN,"Blue Apron Holdings, Inc.",USD,US09523Q2003,0.1,NYSE,1:30 pm to 8:00 pm
APT,Alpha Pro Tech Ltd,USD,US0207721095,0.01,NYSE,1:30 pm to 8:00 pm
APTO,"Aptose Biosciences, Inc.",USD,CA03835T2002,0.1,NASDAQ,1:30 pm to 8:00 pm
APTS,"Preferred Apartment Communities, Inc.",USD,US74039L1035,0.1,NYSE,1:30 pm to 8:00 pm
APTV,Aptiv PLC,USD,JE00B783TY65,0.01,NYSE,1:30 pm to 8:00 pm
APXT,Apex Technology Acquisition Corporation,USD,US03768F1021,1,NASDAQ,1:30 pm to 8:00 pm
AQB,"AquaBounty Technologies, Inc.",USD,US03842K2006,1,NASDAQ,1:30 pm to 8:00 pm
AQN,Algonquin Power & Utilities Corporation,USD,CA0158571053,0.01,NYSE,1:30 pm to 8:00 pm
AQST,Aquestive Therapeutics Inc.,USD,US03843E1047,1,NASDAQ,1:30 pm to 8:00 pm
AQUA,Evoqua Water Technologies Corp.,USD,US30057T1051,1,NYSE,1:30 pm to 8:00 pm
ARB,Argo Blockchain plc,GBX,GB00BZ15CS02,1,LSE AIM,7:00 am to 3:45 pm
ARC,"ARC Document Solutions, Inc.",USD,US00191G1031,0.1,NYSE,1:30 pm to 8:00 pm
ARCAD,Arcadis NV,EUR,NL0006237562,0.01,Euronext Netherlands,7:00 am to 3:30 pm
ARCC,Ares Capital Corporation,USD,US04010L1035,0.1,NASDAQ,1:30 pm to 8:00 pm
ARCE,Arco Platform,USD,KYG045531061,0.02,NASDAQ,1:30 pm to 8:00 pm
ARCH,"Arch Resources, Inc.",USD,US03940R1077,1,NYSE,1:30 pm to 8:00 pm
ARCO,"Arcos Dorados Holdings, Inc.",USD,VGG0457F1071,0.1,NYSE,1:30 pm to 8:00 pm
ARCT,"Arcturus Therapeutics Holdings, Inc.",USD,US03969T1097,0.01,NASDAQ,1:30 pm to 8:00 pm
ARDX,"Ardelyx, Inc.",USD,US0396971071,1,NASDAQ,1:30 pm to 8:00 pm
ARE,"Alexandria Real Estate Equities, Inc.",USD,US0152711091,0.01,NYSE,1:30 pm to 8:00 pm
ARES,Ares Management Corporation,USD,US03990B1017,1,NYSE,1:30 pm to 8:00 pm
ARG,Argos Resources Ltd,GBX,FK0114538241,1,LSE AIM,7:00 am to 3:45 pm
ARI,"Apollo Commercial Real Estate Finance, Inc.",USD,US03762U1051,0.1,NYSE,1:30 pm to 8:00 pm
ARL,Aareal Bank AG,EUR,DE0005408116,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
ARLO,"Arlo Technologies, Inc.",USD,US04206A1016,0.1,NYSE,1:30 pm to 8:00 pm
ARLP,"Alliance Resource Partners, L.P.",USD,US01877R1086,0.1,NASDAQ,1:30 pm to 8:00 pm
ARNA,"Arena Pharmaceuticals, Inc.",USD,US0400476075,0.01,NASDAQ,1:30 pm to 8:00 pm
AROC,"Archrock, Inc.",USD,US03957W1062,2,NYSE,1:30 pm to 8:00 pm
AROW,Arrow Financial Corporation,USD,US0427441029,1,NASDAQ,1:30 pm to 8:00 pm
ARQT,"Arcutis Biotherapeutics, Inc.",USD,US03969K1088,1,NASDAQ,1:30 pm to 8:00 pm
ARVN,"Arvinas, Inc.",USD,US04335A1051,1,NASDAQ,1:30 pm to 8:00 pm
ARW,Arrow Global Group PLC,GBX,GB00BDGTXM47,1,London Stock Exchange,7:01 am to 3:30 pm
ARWR,"Arrowhead Pharmaceuticals, Inc.",USD,US04280A1007,0.02,NASDAQ,1:30 pm to 8:00 pm
ARYA,ARYA Sciences Acquisition Corp III,USD,KYG3166W1069,1,NASDAQ,1:30 pm to 8:00 pm
ARYB,ARYA Sciences Acquisition Corporation II,USD,KYG316551228,1,NASDAQ,1:30 pm to 8:00 pm
ASB,Associated Banc-Corp,USD,US0454871056,2,NYSE,1:30 pm to 8:00 pm
ASC,ASOS Plc,GBX,GB0030927254,0.01,LSE AIM,7:01 am to 3:30 pm
ASCL,Ascential PLC,GBX,GB00BYM8GJ06,0.1,London Stock Exchange,7:01 am to 3:30 pm
ASDV,SPDR S&P Pan Asia Dividend Aristocrats UCITS ETF (Dist),USD,IE00B9KNR336,0.02,London Stock Exchange,7:01 am to 3:30 pm
ASGN,ASGN Inc.,USD,US00191U1025,2,NYSE,1:30 pm to 8:00 pm
ASHM,Ashmore Group PLC,GBX,GB00B132NW22,0.1,London Stock Exchange,7:01 am to 3:30 pm
ASIX,"AdvanSix, Inc.",USD,US00773T1016,1,NYSE,1:30 pm to 8:00 pm
ASL,Aberforth Smaller Companies Trust PLC,GBX,GB0000066554,0.1,London Stock Exchange,7:01 am to 3:30 pm
ASM,ASM International NV,EUR,NL0000334118,0.001,Euronext Netherlands,7:00 am to 3:30 pm
ASMB,"Assembly Biosciences, Inc.",USD,US0453961080,1,NASDAQ,1:30 pm to 8:00 pm
ASML,ASML Holding NV ADR,USD,USN070592100,0.001,NASDAQ,1:30 pm to 8:00 pm
ASML,ASML Holding NV,EUR,NL0010273215,0.001,Euronext Netherlands,7:00 am to 3:30 pm
ASND,Ascendis Pharma AS ADR,USD,US04351P1012,1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
ASRNL,ASR Nederland NV,EUR,NL0011872643,0.01,Euronext Netherlands,7:00 am to 3:30 pm
ASUR,Asure Software Inc,USD,US04649U1025,0.1,NASDAQ,1:30 pm to 8:00 pm
ASYS,"Amtech Systems, Inc.",USD,US0323325045,3,NASDAQ,1:30 pm to 8:00 pm
ATC,Altice NV Class A,EUR,NL0011333752,0.1,Euronext Netherlands,7:00 am to 3:30 pm
ATCB,Altice NV Class B,EUR,NL0011333760,0.1,Euronext Netherlands,7:00 am to 3:30 pm
ATEN,A10 Network,USD,US0021211018,0.1,NYSE,1:30 pm to 8:00 pm
ATEX,"Anterix, Inc.",USD,US03676C1009,1,NASDAQ,1:30 pm to 8:00 pm
ATGE,"Adtalem Global Education, Inc.",USD,US00737L1035,1,NYSE,1:30 pm to 8:00 pm
ATHA,Athira Pharma Inc.,USD,US04746L1044,1,NASDAQ,1:30 pm to 8:00 pm
ATHM,"Autohome, Inc. ADR",USD,US05278C1071,1,NON-ISA NYSE,1:30 pm to 8:00 pm
ATHX,"Athersys, Inc.",USD,US04744L1061,0.1,NASDAQ,1:30 pm to 8:00 pm
ATNI,"ATN International, Inc.",USD,US00215F1075,1,NASDAQ,1:30 pm to 8:00 pm
ATNM,"Actinium Pharmaceuticals, Inc.",USD,US00507W2061,1,NYSE,1:30 pm to 8:00 pm
ATNX,"Athenex, Inc.",USD,US04685N1037,1,NASDAQ,1:30 pm to 8:00 pm
ATO,Atmos Energy Corporation,USD,US0495601058,0.001,NYSE,1:30 pm to 8:00 pm
ATO,Atos SE,EUR,FR0000051732,0.01,Euronext Paris,7:00 am to 3:30 pm
ATOM,"Atomera, Inc.",USD,US04965B1008,0.1,NASDAQ,1:30 pm to 8:00 pm
ATRA,"Atara Biotherapeutics, Inc.",USD,US0465131078,1,NASDAQ,1:30 pm to 8:00 pm
ATRC,"AtriCure, Inc.",USD,US04963C2098,1,NASDAQ,1:30 pm to 8:00 pm
ATRI,Atrion Corpоration,USD,US0499041053,1,NASDAQ,1:30 pm to 8:00 pm
ATRO,Astronics Corporation,USD,US0464331083,0.1,NASDAQ,1:30 pm to 8:00 pm
ATRS,"Antares Pharmaceutical, Inc.",USD,US0366421065,0.1,NASDAQ,1:30 pm to 8:00 pm
ATT,Allianz Technology Trust PLC,GBX,GB0003390720,0.01,London Stock Exchange,7:01 am to 3:30 pm
ATTO,Atento SA,USD,LU2212224153,1,NASDAQ,1:30 pm to 8:00 pm
ATU,Actuant Corporation,USD,US00508X2036,2,NYSE,1:30 pm to 8:00 pm
ATVI,"Activision Blizzard, Inc.",USD,US00507V1098,0.01,NASDAQ,1:30 pm to 8:00 pm
AU,"AngloGold Ashanti Ltd, ADR",USD,US0351282068,2,NYSE,1:30 pm to 8:00 pm
AUB,Atlantic Union Bankshares Corporation,USD,US04911A1079,1,NASDAQ,1:30 pm to 8:00 pm
AUDC,AudioCodes Ltd.,USD,IL0010829658,0.01,NASDAQ,1:30 pm to 8:00 pm
AUEG,Amundi MSCI Emerging Markets UCITS ETF - EUR,GBX,LU1681045453,0.5,London Stock Exchange,7:01 am to 3:30 pm
AUG,Augean plc,GBX,GB00B02H2F76,1,LSE AIM,7:00 am to 3:45 pm
AUTN,Autoneum Holding AG,CHF,CH0127480363,0.01,SIX Swiss,7:00 am to 3:30 pm
AUTO,Auto Trader Group PLC,GBX,GB00BVYVFW23,0.1,London Stock Exchange,7:01 am to 3:30 pm
AUVI,"Applied UV, Inc.",USD,US03828V1052,0.1,NASDAQ,1:30 pm to 8:00 pm
AUY,Yamana Gold Inc,USD,CA98462Y1007,0.1,NYSE,1:30 pm to 8:00 pm
AV,Aviva PLC,GBX,GB0002162385,0.1,London Stock Exchange,7:01 am to 3:30 pm
AV.A,Aviva PLC 8.75% PRF,GBX,GB0002124963,1,London Stock Exchange,7:01 am to 3:30 pm
AV.B,Aviva PLC 8.375% PRF,GBX,GB0002114154,1,London Stock Exchange,7:01 am to 3:30 pm
AVA,Avista Corporation,USD,US05379B1070,1,NYSE,1:30 pm to 8:00 pm
AVAV,"AeroVironment, Inc.",USD,US0080731088,0.01,NASDAQ,1:30 pm to 8:00 pm
AVB,AvalonBay Communities,USD,US0534841012,0.001,NYSE,1:30 pm to 8:00 pm
AVCO,Avalon Globocare Corp.,USD,US05344R1041,1,NASDAQ,1:30 pm to 8:00 pm
AVDL,Avadel Pharmaceuticals PLC,USD,US05337M1045,1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
AVGO,"Broadcom, Inc",USD,US11135F1012,0.001,NASDAQ,1:30 pm to 8:00 pm
AVGR,"Avinger, Inc.",USD,US0537346043,1,NASDAQ,1:30 pm to 8:00 pm
AVID,"Avid Technology, Inc.",USD,US05367P1003,3,NASDAQ,1:30 pm to 8:00 pm
AVLR,Avalara Inc.,USD,US05338G1067,0.01,NYSE,1:30 pm to 8:00 pm
AVNS,"Avanos Medical, Inc.",USD,US05350V1061,1,NYSE,1:30 pm to 8:00 pm
AVNW,"Aviat Networks, Inc.",USD,US05366Y2019,1,NASDAQ,1:30 pm to 8:00 pm
AVON,Avon Rubber PLC,GBX,GB0000667013,0.01,London Stock Exchange,7:01 am to 3:30 pm
AVRO,"Avrobio, Inc.",USD,US05455M1009,1,NASDAQ,1:30 pm to 8:00 pm
AVST,Avast PLC,GBX,GB00BDD85M81,0.1,London Stock Exchange,7:01 am to 3:30 pm
AVT,"Avnet, Inc.",USD,US0538071038,1,NASDAQ,1:30 pm to 8:00 pm
AVTR,"Avantor, Inc.",USD,US05352A1007,2,NYSE,1:30 pm to 8:00 pm
AVTX,Avantium Holding BV,EUR,NL0012047823,0.1,Euronext Netherlands,7:00 am to 3:30 pm
AVV,AVEVA Group PLC,GBX,GB00BBG9VN75,0.01,London Stock Exchange,7:01 am to 3:30 pm
AVY,Avery Dennison Corp,USD,US0536111091,2,NYSE,1:30 pm to 8:00 pm
AWK,"American Water Works Co, Inc.",USD,US0304201033,0.001,NYSE,1:30 pm to 8:00 pm
AWR,American States Water Company,USD,US0298991011,0.01,NYSE,1:30 pm to 8:00 pm
AWRE,"Aware, Inc.",USD,US05453N1000,3,NASDAQ,1:30 pm to 8:00 pm
AXDX,"Accelerate Diagnostics, Inc.",USD,US00430H1023,1,NASDAQ,1:30 pm to 8:00 pm
AXGN,"Axogen, Inc.",USD,US05463X1063,1,NASDAQ,1:30 pm to 8:00 pm
AXGT,Axovant Gene Therapies Ltd,USD,BMG0750W2037,4,NASDAQ,1:30 pm to 8:00 pm
AXNX,"Axonics Modulation Technologies, Inc.",USD,US05465P1012,0.01,NASDAQ,1:30 pm to 8:00 pm
AXP,American Express Co,USD,US0258161092,0.001,NYSE,1:30 pm to 8:00 pm
AXS,AXIS Capital Holdings Ltd,USD,BMG0692U1099,2,NYSE,1:30 pm to 8:00 pm
AXSM,Axsome Therapeutics Inc,USD,US05464T1043,1,NASDAQ,1:30 pm to 8:00 pm
AXTI,AXT Inc,USD,US00246W1036,3,NASDAQ,1:30 pm to 8:00 pm
AYRO,"Ayro, Inc.",USD,US0547481087,0.1,NASDAQ,1:30 pm to 8:00 pm
AYX,"Alteryx, Inc.",USD,US02156B1035,0.001,NYSE,1:30 pm to 8:00 pm
AZEK,AZEK Co. Inc,USD,US05478C1053,1,NYSE,1:30 pm to 8:00 pm
AZN,AstraZeneca plc ADR,USD,US0463531089,0.01,NYSE,1:30 pm to 8:00 pm
AZN,AstraZeneca PLC,GBX,GB0009895292,0.01,London Stock Exchange,7:01 am to 3:30 pm
AZO,AutoZone Inc,USD,US0533321024,0.001,NYSE,1:30 pm to 8:00 pm
AZPN,"Aspen Technology, Inc.",USD,US0453271035,0.01,NASDAQ,1:30 pm to 8:00 pm
AZRE,Azure Power Global Ltd.,USD,MU0527S00004,0.01,NYSE,1:30 pm to 8:00 pm
B4B,Metro AG,EUR,DE000BFB0019,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
B5A,Bauer AG,EUR,DE0005168108,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
BA,Boeing Co.,USD,US0970231058,0.01,NYSE,1:30 pm to 8:00 pm
BA.,BAE Systems PLC,GBX,GB0002634946,0.1,London Stock Exchange,7:01 am to 3:30 pm
BAB,Babcock International Group PLC,GBX,GB0009697037,0.1,London Stock Exchange,7:01 am to 3:30 pm
BAB2,Leverage Shares 2x Alibaba ETP,USD,IE00BK5C1C97,1,London Stock Exchange,7:01 am to 3:30 pm
BABA,Alibaba Group,USD,US01609W1027,0.001,NYSE,1:30 pm to 8:00 pm
BABS,Leverage Shares -1x Alibaba ETP,USD,IE00BKT66M25,1,London Stock Exchange,7:01 am to 3:30 pm
BAC,Bank of America Corp.,USD,US0605051046,0.01,NYSE,1:30 pm to 8:00 pm
BAG,A.G. Barr PLC,GBX,GB00B6XZKY75,0.1,London Stock Exchange,7:01 am to 3:30 pm
BAH,Booz Allen Hamilton Holding Corporation,USD,US0995021062,1,NYSE,1:30 pm to 8:00 pm
BALN,Baloise Holding AG,CHF,CH0012410517,0.01,SIX Swiss,7:00 am to 3:30 pm
BAM,"Brookfield Asset Management, Inc.",USD,CA1125851040,0.01,NYSE,1:30 pm to 8:00 pm
BAMNB,Koninklijke BAM Groep NV,EUR,NL0000337319,0.1,Euronext Netherlands,7:00 am to 3:30 pm
BAND,"Bandwidth, Inc.",USD,US05988J1034,1,NASDAQ,1:30 pm to 8:00 pm
BANF,BancFirst Corporation,USD,US05945F1030,1,NASDAQ,1:30 pm to 8:00 pm
BANR,Banner Corporation,USD,US06652V2088,1,NASDAQ,1:30 pm to 8:00 pm
BAP,"Credicorp, Ltd",USD,BMG2519Y1084,1,NYSE,1:30 pm to 8:00 pm
BARC,Barclays PLC,GBX,GB0031348658,0.1,London Stock Exchange,7:01 am to 3:30 pm
BAS,BASF SE,EUR,DE000BASF111,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
BASI,"Bioanalytical Systems, Inc.",USD,US09058M1036,0.1,NASDAQ,1:30 pm to 8:00 pm
BATG,L&G Battery Value-Chain UCITS ETF GBP Accumulating,GBX,IE00BF0M2Z96,0.1,London Stock Exchange,7:01 am to 3:30 pm
BATS,British American Tobacco PLC,GBX,GB0002875804,0.01,London Stock Exchange,7:01 am to 3:30 pm
BATT,L&G Battery Value-Chain UCITS ETF USD Accumulating,USD,IE00BF0M2Z96,0.1,London Stock Exchange,7:01 am to 3:30 pm
BAX,Baxter International Inc.,USD,US0718131099,2,NYSE,1:30 pm to 8:00 pm
BAYN,Bayer AG,EUR,DE000BAY0017,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
